time_6hpf_vs_10hpf	time_10hpf_vs_15hpf	time_10hpf_vs_18hpf	baseMean	stat	pvalue	padj
1	0.0513574683435105	-0.120128548139412	-0.0771672013461179	8923.89143236077	1.07330059248469	0.898484897775329	0.926583101512794
2	0.111917269767303	-0.0487430655223763	0.0108355458294625	2746.09651705518	7.89463584757098	0.0955149663919148	0.186846795569585
3	0.0944653678663045	-0.0146347577888112	-0.0726579836819762	3455.59383013334	1.981821407783	0.73910260126508	0.81514196353515
4	-0.193713453154983	-0.0579156782497164	-0.056079144560501	6218.46694308588	21.4825799986797	0.000253999487088859	0.00119424320245288
5	0.0709352502866801	0.0459571092624713	0.108019097766822	2521.54482890289	12.6425147550825	0.01316129055464	0.0375236794536544
6	-0.100337015808746	1.05922728825439	0.411954755406368	5165.87572906634	4.50332208797496	0.342153747874569	0.491536951594175
7	-0.0234693983222739	-0.0981310448831545	-0.0421485761411603	12325.6231972656	1.20502366636154	0.87727081328706	0.911273557988109
8	-0.0308716156061948	0.0230926123674316	0.028387792871577	51134.3144033556	0.641450625325746	0.958348059901616	0.969197283221256
9	0.0535201870136723	0.441998724458542	-0.442202376428974	3785.6930690859	8.66646936984083	0.0699988302282627	0.148886400802971
10	0.230220703524042	-0.193786680624985	-0.0999146759106383	4831.03933055361	15.6772338588323	0.00348430555684111	0.0121271933666678
11	0.297415847913806	-0.102552467780855	-0.164143917433777	3226.58307634138	3.79299035108366	0.434745824743035	0.552189009626224
12	-0.136161145338199	0.00782181392478185	0.00941233621588685	5753.79813370497	7.16417481144782	0.127462541974218	0.233972337322537
13	-0.0514624097412841	1.04482338276838	0.409963024390982	5268.17260200904	4.45033052477436	0.348477689563035	0.491536951594175
14	0.339943291472613	0.239253310209089	0.261554685006122	2721.9131700979	52.3667499573052	1.15613381873543e-10	1.6307571759005e-09
15	0.362458059134438	-0.337992943357384	-0.262871891331424	7591.51194050238	20.1387877858771	0.000468858331614927	0.00212972937072543
16	-0.138362865753697	-0.0542601409824576	-0.0255147481638243	2784.06668015689	8.18016987491123	0.0851968838872095	0.171674923923099
17	0.0468337179455437	-0.136568064407408	-0.12117861173962	3543.61591067015	6.09089480541203	0.192462249311813	0.322374267597287
18	0.0197895917323962	-0.0922805656385237	-0.0990666298982288	4144.60507943017	6.83540399960432	0.144846263831807	0.262289180452192
19	0.0268235620648465	-0.0501376457726248	0.134461090823839	2629.71969091145	11.8086801933876	0.0188321477405796	0.0480668151854794
20	-0.026722751844651	0.0881179373851882	0.163316787288108	345788.973551353	4.81638838846266	0.306661236443843	0.475512553995486
