tissue_B7.5_vs_mesenchyme	baseMean	stat	pvalue	padj
1	0.044907958314927	8071.22635682852	0.430463194899659	0.933880051413531	0.961763458159107
2	0.105944521905962	2369.43963284814	0.434300653839955	0.93306909701679	0.961763458159107
3	-0.530956780086439	4089.79412460406	2.51971436041038	0.471738790355163	0.772559826646649
4	0.0422168762441427	6241.20714156384	4.62237572927643	0.201630960935164	0.600667738024442
5	-0.0602227308591721	2482.85584223255	8.6318510644337	0.0346080460024478	0.403608289469876
6	-0.729878473739502	5008.1733486163	3.44118036822107	0.32847133804217	0.632060541260254
7	-0.000565763516720119	11345.6623738853	0.281811794493535	0.963412090203448	0.978617585758941
8	0.0200696757784566	49085.7816215336	7.04809752134594	0.0703804392092356	0.512715770336096
9	0.0426357371631848	3740.65113300012	2.22109852422886	0.527804584912981	0.794672071666735
10	0.0574294848104196	4088.78932795072	2.8220108460099	0.419889345752457	0.740331214879332
11	0.00688383023332364	2875.32797931422	3.76124235489894	0.288426595382618	0.619510744025924
12	0.123207880918279	5150.43883519423	2.88170301772658	0.410226138792979	0.728083478122638
13	-0.725900548322182	5048.42745300185	3.75479300761106	0.289188432525917	0.619510744025924
14	-0.105346740545813	2519.2660992736	7.73281618280939	0.0518687056764062	0.507680045590101
15	-0.206498569250571	6252.65706090635	14.4007104728487	0.00240748135784168	0.0845263121464831
16	0.0280631752438413	2777.10225290611	8.74560998688997	0.0328715086465051	0.403608289469876
17	0.00577430965755289	3146.36322619144	3.51691779562165	0.318574559069454	0.624321046080053
18	0.0530771051052096	3661.77326392283	1.46173599814421	0.691129374892785	0.892575219406947
19	-0.103592702442003	2440.25751116307	2.76186345866591	0.429816407995717	0.743166434470014
20	-0.00380562205116916	308655.189255612	1.59256290945336	0.66107730344022	0.892323197548512
21	-0.0940553652199255	25367.3811043533	0.258341651138323	0.96766291129149	0.978617585758941
22	0.0711127502500664	2734.48861210722	2.48778627644262	0.477502421108761	0.77557969004332
23	-0.694421028504883	5026.95684432898	3.81446923015551	0.282207596527497	0.619510744025924
24	-0.107900218952986	4559.49208295012	0.823399717478736	0.843862329874688	0.938550694937586
25	0.00865788992859255	8568.42518182397	4.61852503122918	0.201958658843058	0.600667738024442
26	0.0558660909426555	5602.38812973104	1.19342200144533	0.754582416021452	0.927355696601907
27	-0.0137169078534594	2511.91934496972	5.02279765410699	0.17013537932564	0.58472743652652
28	0.0471923873004187	2487.49218490017	0.923659731047479	0.819714741375721	0.938550694937586
29	-0.039461117819505	2367.25000178112	1.17449380369061	0.759128024175212	0.927355696601907
30	0.161207641933746	1553.97769753425	0.976784104026933	0.806869268798357	0.938550694937586
31	-0.0453044652686787	2069.69206409928	3.72936497804494	0.292209763292221	0.619510744025924
32	-0.0121685833488926	4666.0525446185	2.51403218052388	0.472760490933024	0.772559826646649
33	0.0517342184634133	3426.17868119432	10.7097813168271	0.0134033122987172	0.264667790364429
34	0.00293593188831363	1961.86860873723	0.720005375194688	0.868488698703969	0.949523927969791
35	-0.000451706308868713	4928.22197835446	1.77539902991975	0.620302958691314	0.877502963009152
36	0.143972962771238	3551.92816735034	1.76714593580323	0.622110309596041	0.877502963009152
37	0.0695399394037212	3457.86201645008	93.2628379242257	4.36124441686116e-20	1.16881350371879e-17
38	-0.118341183000409	3461.40210397443	1.59153797946666	0.661310044663717	0.892323197548512
39	0.0652887187793364	3911.7758285469	3.5124638812465	0.319149191466296	0.624321046080053
40	0.0873978484260915	2292.62031285282	6.79672319221831	0.0786670058252093	0.512715770336096
41	0.00775646274826865	107688.583070734	2.08350851446244	0.555256301482099	0.813162233864495
42	-0.659559255338276	5012.10760265735	2.56616054011414	0.46345294876879	0.768795163732099
43	-0.589001202947942	4105.78642752465	2.29417483849454	0.513637771751966	0.794672071666735
44	0.0267723434994216	7776.98707439007	3.96754880974464	0.264989660776118	0.619510744025924
45	-0.117118982292447	18014.2058422039	4.91451035111641	0.178165221652152	0.58472743652652
46	-0.00933049216680551	146357.245378132	1.79178628305931	0.616723961871935	0.877502963009152
47	-0.315425146508311	11653.8119551612	1.55452258320116	0.669744899973508	0.892323197548512
48	0.0398641883255748	3362.34558069817	6.69547659695746	0.082264097479299	0.512715770336096
49	0.118331686272981	2673.07558721317	3.34322073950986	0.341672282625969	0.641180860884741
50	-0.00593678306779359	2169.06691283367	5.07853272207743	0.166136090059963	0.58472743652652
51	-0.050306294589844	2557.96298152109	14.3006799703889	0.00252317349690994	0.0845263121464831
52	-0.26167231938373	4140.03103115184	4.18311076939861	0.242358266406533	0.605924069076755
53	-0.717248855465936	5055.47878570622	3.63270329974637	0.30395438668254	0.624321046080053
54	0.0932294690084774	3254.72207512627	2.76915541271339	0.428602687033811	0.743166434470014
55	0.217389293575505	2390.36980226491	1.86720531225404	0.600420619164058	0.865122182451438
56	-0.0296765502728516	12342.5348992501	4.23398907195929	0.237280889522318	0.605674862308101
57	-0.0294294035787752	48251.7688323807	4.23381607665721	0.237297987098323	0.605674862308101
58	0.0281175450501208	4210.9058917894	3.33108552664669	0.343339499679762	0.641180860884741
59	0.00597691492266971	3824.47048739938	4.10130936096255	0.250730306710376	0.616474515581476
60	-0.131745257816025	6117.67639606006	1.41864843354188	0.701169315931422	0.894825603188672
61	0.00793968271384328	3749.85755385038	3.25236992678319	0.354327069460464	0.65489416976141
62	0.0935922985476337	17474.91566274	2.18639926462322	0.534632257980899	0.800455000775872
63	-0.571928110060461	6131.690828276	5.73645115755585	0.125160669818397	0.55506278117322
64	0.131731395237979	3699.53604664677	4.68513359246342	0.196359399056079	0.600667738024442
65	-0.0201043113047703	3781.69571839723	4.19178108958775	0.241486043202926	0.605924069076755
66	0.0082092538357401	5949.51764876583	4.50628396170919	0.211730456738697	0.600667738024442
67	0.0575124325876872	3072.93152984318	3.76438811977081	0.288055651817113	0.619510744025924
68	0.193540116951727	2894.49879431431	10.9534387448475	0.0119803327165139	0.264667790364429
69	0.18986493559592	8984.5061676194	4.24632728322661	0.236064381510943	0.605674862308101
70	-0.679902876940508	4646.92671835015	3.94576337621521	0.267380577198679	0.619510744025924
71	0.0464026756357514	6169.8991727185	0.609086731867762	0.894349059494836	0.960446515056773
72	-0.719807622869899	5182.27938611545	3.71795943772167	0.293574121236165	0.619510744025924
73	0.0256099301267641	3480.13053641051	5.5963000425088	0.132990930127109	0.55506278117322
74	0.176410618739583	5849.80777811102	0.602154761143595	0.895938913299229	0.960446515056773
75	0.219040186753066	2686.00518729339	1.82483167822366	0.609546250434949	0.873574305436183
76	0.0934780616817612	5582.52730314326	1.05026054945898	0.789092872552639	0.938550694937586
